#Mode_quota
 1 10 
#objective_function_weights
 1 1 1 1 1 
#phases_R*_Q_Ho_M_steep_select_dev_AnnualF
 1 -1 -2 -2 -4 3 3 1 
#fyear_dyear_lyear_pyear_fage_lage
 1983 1997 2013 2020 1 31 
#legSize_PropF_Sdcorrect
 3 0.5 0.69 
#Mprior_Mpriorsd_steepprior_steeppriorSD
 0.12 0.005 0.75 0.02 
#qgrow
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
#age
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
#Sexmat
 0.006306496 0.0389852 0.1627089 0.4218453 0.6904209 0.8514033 0.9270678 0.9614112 0.9777682 0.9861249 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
#Retention_pre2001
 0 0 0.04954 0.4965 0.95784 0.9951 0.99524 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
#Retention_post2000
 0 0 0 0.20977 0.77108 0.94609 0.85711 0.70191 0.5412333 0.4019711 0.2756604 0.1335568 0.0861856 0.0703952 0.02346507 0.007821689 0.00260723 0.0008690765 0.0002896922 9.656406e-05 0 0 0 0 0 0 0 0 0 0 0 
#weightF
 0 0.2699728 0.583264 1.174483 2.0118 2.570538 3.003512 3.374531 3.725992 3.982157 4.340506 4.696918 4.775257 5.24338 5.839788 5.924311 5.964916 6.094972 6.138324 6.152775 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 
#weightM
 0 0.2699728 0.583264 1.174483 2.0118 2.570538 3.003512 3.374531 3.725992 3.982157 4.340506 4.696918 4.775257 5.24338 5.839788 5.924311 5.964916 6.094972 6.138324 6.152775 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 6.16 
#obsCatch
 10 13 15 17 19 21 23 26 28 33 43.322 52.276 71.522 59.514 33.228 3.391 0.01 0.01 0.01 0.01 3.5 2.9 1.9 3.7 4.2 4 4.7 4 4 4 4 10 10 10 10 10 10 10 
#obsCatchsd
 1.4 2 2.4 2.8 3.2 3.6 4 4.6 5 6 8 10 12.6 11 6 1.2 1 1 1 1 0.896 0.588 0.414 0.56 0.76 0.8 0.8 0.8 0.8 0.8 0.8 2 2 2 2 2 2 2 
#Ndepm
 17 
#DEPM_SSB_1998_2013_LO_ME_HI_CV_SD
 0 0 46.38917 44.37375 34.66125 42.37529 41.42823 37.41674 0 0 0 0 71.37696 0 0 36.70772 0 
 0 0 46.38917 44.37375 34.66125 42.37529 41.42823 37.41674 0 0 0 0 71.37696 0 0 36.70772 0 
 0 0 46.38917 44.37375 34.66125 42.37529 41.42823 37.41674 0 0 0 0 71.37696 0 0 36.70772 0 
 0 0 13.56193 9.936638 8.387893 16.21843 12.57388 16.61503 0 0 0 0 20.51491 0 0 8.556791 0 
 0 0 13.56193 9.936638 8.387893 16.21843 12.57388 16.61503 0 0 0 0 20.51491 0 0 8.556791 0 
 
#lnNdepm
 0 0 3.837066 3.792648 3.545622 3.746565 3.723963 3.622118 0 0 0 0 4.267975 0 0 3.602987 0 
#lnNdepm_sd
